,triple,doc_list,unique_doc,doc_count
1687,8805 die renal failure,[345.0],[345.0],1
1688,8805 evaluate 54-68,[283.0],[283.0],1
1689,8805 evaluate 60-71,[283.0],[283.0],1
1690,8805 evaluate 95,[283.0],[283.0],1
1691,8805 evaluate ci,[283.0],[283.0],1
1692,8805 evaluate second,[283.0],[283.0],1
1693,8805 fold 108,[479.0],[479.0],1
1694,8805 hospitalize 108,[479.0],[479.0],1
1695,8805 hospitalize adult,[479.0],[479.0],1
1696,8805 increase 108,[479.0],[479.0],1
1697,8805 match 1-3,[426.0],[426.0],1
1698,8805 match eua,[426.0],[426.0],1
1699,8805 perform adult,[479.0],[479.0],1
1700,8805 protect 1-3,[426.0],[426.0],1
1701,8805 protect eua,[426.0],[426.0],1
1702,8805 relate bowel,[345.0],[345.0],1
1703,8805 relate copd,[345.0],[345.0],1
1704,8805 relate hepatopathies,[345.0],[345.0],1
1705,8805 relate inflammatory,[345.0],[345.0],1
1706,8805 relate obstructive pulmonary,[345.0],[345.0],1
1707,8805 relate renal failure,[345.0],[345.0],1
1708,8805 test 216,[269.0],[269.0],1
1709,8805 test 243,[269.0],[269.0],1
1710,8805 test cancer,[269.0],[269.0],1
1711,8805 test survivor,[269.0],[269.0],1
1712,884 establish 729,[394.0],[394.0],1
1713,884 establish 893,[394.0],[394.0],1
1714,890 test influenza,[380.0],[380.0],1
1715,8926 emerge vaccine,[10.0],[10.0],1
1716,9-point receive death,[342.0],[342.0],1
1717,9-ÃÃÃÂµg dose 103-150,[236.0],[236.0],1
1718,9-ÃÃÃÂµg dose 15-ÃÃÃÂµg,[236.0],[236.0],1
1719,9-ÃÃÃÂµg dose 319-425,[236.0],[236.0],1
1720,9-ÃÃÃÂµg dose 347,[236.0],[236.0],1
1721,9-ÃÃÃÂµg dose swelling,[236.0],[236.0],1
1722,909 test mucv,[187.0],[187.0],1
1723,909 test quzhou,[187.0],[187.0],1
1724,91 cause interferon,[339.0],[339.0],1
1725,91 cause ocrelizumab,[339.0],[339.0],1
1726,91 cause patient,[339.0],[339.0],1
1727,91 cause rituximab,[339.0],[339.0],1
1728,910 report 541,[300.0],[300.0],1
1729,910 report 611,[300.0],[300.0],1
1730,910 report 809,[300.0],[300.0],1
1731,910 report nhl,[300.0],[300.0],1
1732,910 report organ malignancy,[300.0],[300.0],1
1733,910 report patient,"[300.0, 300.0, 300.0]",[300.0],1
1734,910 report solid,[300.0],[300.0],1
1735,912 test 166,[396.0],[396.0],1
1736,914 treat 102,[296.0],[296.0],1
1737,914 treat 112,[296.0],[296.0],1
1738,925 evaluate vircell-igg,[124.0],[124.0],1
1739,925 evaluate yhlo-nab,[124.0],[124.0],1
1740,930 induce 2-valent,[266.0],[266.0],1
1741,930 induce cervarix,[266.0],[266.0],1
1742,930 induce gardasil-9,[266.0],[266.0],1
1743,930 induce hpv,[266.0],[266.0],1
1744,930 induce one,[266.0],[266.0],1
1745,930 induce tanzania,[266.0],[266.0],1
1746,930 induce vaccine,[266.0],[266.0],1
1747,930 observe 2-valent,[266.0],[266.0],1
1748,930 observe cervarix,[266.0],[266.0],1
1749,930 observe gardasil-9,[266.0],[266.0],1
1750,930 observe hpv,[266.0],[266.0],1
1751,930 observe vaccine,[266.0],[266.0],1
1752,930 randomize 2-valent,[266.0],[266.0],1
1753,930 randomize cervarix,[266.0],[266.0],1
1754,930 randomize gardasil-9,[266.0],[266.0],1
1755,930 randomize hpv,[266.0],[266.0],1
1756,930 randomize vaccine,[266.0],[266.0],1
1757,930 reduce 2-valent,[266.0],[266.0],1
1758,930 reduce cervarix,[266.0],[266.0],1
1759,930 reduce gardasil-9,[266.0],[266.0],1
1760,930 reduce hpv,[266.0],[266.0],1
1761,930 reduce vaccine,[266.0],[266.0],1
1762,933 enrol scig,[422.0],[422.0],1
1763,933 enrol vaccine,[422.0],[422.0],1
1764,934 induce adult,[60.0],[60.0],1
1765,934 induce covid-19,[60.0],[60.0],1
1766,934 show adult,[60.0],[60.0],1
1767,938 develop 120,[192.0],[192.0],1
1768,938 develop parasitemia,[192.0],[192.0],1
1769,938 include covid-19,[55.0],[55.0],1
1770,938 indicate 120,[192.0],[192.0],1
1771,945 bind agonist,[435.0],[435.0],1
1772,945 bind alum,"[435.0, 435.0, 435.0]",[435.0],1
1773,945 bind cpg1018-alum,[435.0],[435.0],1
1774,945 bind tlr9,[435.0],[435.0],1
1775,945 display agonist,[435.0],[435.0],1
1776,945 display alum,"[435.0, 435.0]",[435.0],1
1777,945 display tlr9,[435.0],[435.0],1
1778,945 establish agonist,"[435.0, 435.0]",[435.0],1
1779,945 establish alum,"[435.0, 435.0, 435.0]",[435.0],1
1780,945 establish as37,[435.0],[435.0],1
1781,945 establish cpg1018-alum,[435.0],[435.0],1
1782,945 establish receptor,[435.0],[435.0],1
1783,945 establish tlr7,[435.0],[435.0],1
1784,945 establish tlr9,[435.0],[435.0],1
1785,945 establish toll-like,[435.0],[435.0],1
1786,949 detect 204,[398.0],[398.0],1
1787,949 detect 249,[398.0],[398.0],1
1788,949 detect 408 249,[398.0],[398.0],1
1789,949 detect hadv-1,[398.0],[398.0],1
1790,949 detect hadv-2,[398.0],[398.0],1
1791,956-fold elicit b1351,"[465.0, 465.0]",[465.0],1
1792,956-fold elicit b16172,[465.0],[465.0],1
1793,956-fold elicit pseudoviruses,[465.0],[465.0],1
1794,962 dose 15-ÃÃÃÂµg,"[236.0, 236.0]",[236.0],1
1795,962 dose 305-682,[236.0],[236.0],1
1796,962 dose 319-425,"[236.0, 236.0]",[236.0],1
1797,962 dose 347,"[236.0, 236.0]",[236.0],1
1798,962 dose 456,[236.0],[236.0],1
1799,962 dose 9-ÃÃÃÂµg,[236.0],[236.0],1
1800,962 dose swelling,"[236.0, 236.0]",[236.0],1
1801,963 neutralize symptom,[323.0],[323.0],1
1802,963 show sars-cov-2-negative,[394.0],[394.0],1
1803,963 show serum,[394.0],[394.0],1
1804,967 provide 227,[355.0],[355.0],1
1805,968 report diarrhea,[225.0],[225.0],1
1806,970 diagnose arthritis,[142.0],[142.0],1
1807,970 diagnose axial,[142.0],[142.0],1
1808,970 diagnose connective tissue,[142.0],[142.0],1
1809,970 diagnose ctd,[142.0],[142.0],1
1810,970 diagnose psa,[142.0],[142.0],1
1811,970 diagnose psoriasis,[142.0],[142.0],1
1812,970 diagnose ra,[142.0],[142.0],1
1813,970 diagnose spondyloarthritis,[142.0],[142.0],1
1814,970 receive adult,[186.0],[186.0],1
1815,970 receive belgium,[186.0],[186.0],1
1816,970 receive germany,[186.0],[186.0],1
1817,970 receive participant,[186.0],[186.0],1
1818,9702 need appetite,"[353.0, 353.0]",[353.0],1
1819,9702 need brain,"[353.0, 353.0]",[353.0],1
1820,9702 need chill,[353.0],[353.0],1
1821,9702 need dizziness,"[353.0, 353.0]",[353.0],1
1822,9702 need fever,[353.0],[353.0],1
1823,9702 need headache,[353.0],[353.0],1
1824,9702 need injection,[353.0],[353.0],1
1825,9702 need joint,[353.0],[353.0],1
1826,9702 need muscle spasm,"[353.0, 353.0]",[353.0],1
1827,9702 need myalgia,[353.0],[353.0],1
1828,9702 need nausea,[353.0],[353.0],1
1829,9702 need pain,[353.0],[353.0],1
1830,9702 need rash,"[353.0, 353.0]",[353.0],1
1831,9702 need swelling,[353.0],[353.0],1
1832,9702 need symptom,"[353.0, 353.0, 353.0]",[353.0],1
1833,9702 perform appetite,[353.0],[353.0],1
1834,9702 perform brain,[353.0],[353.0],1
1835,9702 perform chill,[353.0],[353.0],1
1836,9702 perform dizziness,[353.0],[353.0],1
1837,9702 perform fever,[353.0],[353.0],1
1838,9702 perform headache,[353.0],[353.0],1
1839,9702 perform injection,[353.0],[353.0],1
1840,9702 perform joint,[353.0],[353.0],1
1841,9702 perform muscle spasm,[353.0],[353.0],1
1842,9702 perform myalgia,[353.0],[353.0],1
1843,9702 perform nausea,[353.0],[353.0],1
1844,9702 perform pain,[353.0],[353.0],1
1845,9702 perform rash,[353.0],[353.0],1
1846,9702 perform swelling,[353.0],[353.0],1
1847,9702 perform symptom,"[353.0, 353.0]",[353.0],1
1848,9702 perform vaccine,"[353.0, 352.0]","[352.0, 353.0]",2
1849,975 test sars-cov-2,[396.0],[396.0],1
1850,998 die bnt162b2,[159.0],[159.0],1
1851,998 die igg,[159.0],[159.0],1
1852,998 die immunity,[159.0],[159.0],1
1853,998 die vaccine,[159.0],[159.0],1
1854,998 vaccinate igg,[159.0],[159.0],1
1855,998 vaccinate immunity,[159.0],[159.0],1
1856,a12 show carinii,[326.0],[326.0],1
1857,a12 show pneumocystis,[326.0],[326.0],1
1858,a12 show vaccine,[326.0],[326.0],1
1859,aap 2014 establish infant,[256.0],[256.0],1
1860,aap 2014 establish rsv,[256.0],[256.0],1
1861,aap 2014 reduce infant,[256.0],[256.0],1
1862,ac4522orghighwiredtldtlvardef vaccinate post-kala-azar,[469.0],[469.0],1
1863,ace2 dose participant,[171.0],[171.0],1
1864,ace2 induce 152,[44.0],[44.0],1
1865,acellular test b,[346.0],[346.0],1
1866,acellular test immunity,[346.0],[346.0],1
1867,acellular test isolates,[346.0],[346.0],1
1868,acellular test lung,[346.0],[346.0],1
1869,acellular test pertussis,[346.0],[346.0],1
1870,ache ache hcws,[146.0],[146.0],1
1871,acute aim infection,[466.0],[466.0],1
1872,acute cardiovascular underlie ehr,[466.0],[466.0],1
1873,acute observe lung injury,[101.0],[101.0],1
1874,acute respiratory induce cardiovascular,[465.0],[465.0],1
1875,acute respiratory induce cardiovascular complications,[465.0],[465.0],1
1876,ad26cov2s document ahr,"[461.0, 461.0, 461.0]",[461.0],1
1877,ad26cov2s document ci,[461.0],[461.0],1
1878,ad26cov2s document covid-19,[461.0],[461.0],1
1879,ad26cov2s emerge mrna,[73.0],[73.0],1
1880,ad26cov2s emerge single-dose,[73.0],[73.0],1
1881,ad26cov2s emerge two-dose,[73.0],[73.0],1
1882,ad26cov2s emerge vaccine,"[73.0, 73.0]",[73.0],1
1883,ad26cov2s include sars-cov-2,[334.0],[334.0],1
1884,ad26cov2s receive ahr,"[461.0, 461.0, 461.0]",[461.0],1
1885,ad26cov2s receive ci,[461.0],[461.0],1
1886,ad26cov2s receive covid-19,[461.0],[461.0],1
1887,ad26cov2s show cellular,[73.0],[73.0],1
1888,ad26cov2s show line,[73.0],[73.0],1
1889,ad26cov2s show mrna,[73.0],[73.0],1
1890,ad26cov2s show single-dose,[73.0],[73.0],1
1891,ad26cov2s show two-dose,[73.0],[73.0],1
1892,ad26cov2s show vaccine,"[73.0, 73.0]",[73.0],1
1893,ad26cov2s vaccinate ahr,"[461.0, 461.0, 461.0]",[461.0],1
1894,ad26cov2s vaccinate ci,[461.0],[461.0],1
1895,ad26cov2s vaccinate covid-19,[461.0],[461.0],1
1896,ad26cov2s vaccinate sars-cov-2,[461.0],[461.0],1
1897,ad26cov2s wan 125,[73.0],[73.0],1
1898,ad26cov2s wan 180,[73.0],[73.0],1
1899,adam9 show anti-paad,[250.0],[250.0],1
1900,adam9 show antigen,[250.0],[250.0],1
1901,adam9 show is5,[250.0],[250.0],1
1902,adam9 show mrna,[250.0],[250.0],1
1903,adam9 show patient,[250.0],[250.0],1
1904,adam9 show tumor,[250.0],[250.0],1
1905,adam9 show vaccine,[250.0],[250.0],1
1906,adcc antibody-dependent aim cellular,[189.0],[189.0],1
1907,adcc antibody-dependent aim hiv-specific,[189.0],[189.0],1
1908,ade include cross-immunity,[8.0],[8.0],1
1909,ade include primary infections,[8.0],[8.0],1
1910,ade include tertiary quaternary,[8.0],[8.0],1
1911,ade induce optimal,[8.0],[8.0],1
1912,adem associate covid-19,[112.0],[112.0],1
1913,adem associate infection,[112.0],[112.0],1
1914,adem consider covid-19,[112.0],[112.0],1
1915,adem consider symptom,[112.0],[112.0],1
1916,adenopathy start coronavirus,[312.0],[312.0],1
1917,adenopathy start covid-19,[312.0],[312.0],1
1918,adenovirus associate 415,[191.0],[191.0],1
1919,adenovirus associate antigen-1,[191.0],[191.0],1
1920,adenovirus associate cd8 cell,[191.0],[191.0],1
1921,adenovirus associate chmi,[191.0],[191.0],1
1922,adenovirus associate malaria infection,[191.0],[191.0],1
1923,adenovirus associate membrane,[191.0],[191.0],1
1924,adenovirus associate pfama1,[191.0],[191.0],1
1925,adenovirus base vaccine,[77.0],[77.0],1
1926,adenovirus develop ankara,[115.0],[115.0],1
1927,adenovirus develop antigen,[115.0],[115.0],1
1928,adenovirus develop hbv,[115.0],[115.0],1
1929,adenovirus develop hcv-hiv-1,[409.0],[409.0],1
1930,adenovirus develop vaccine,[409.0],[409.0],1
1931,adenovirus exist ama1,"[192.0, 192.0]",[192.0],1
1932,adenovirus exist antigen,[192.0],[192.0],1
1933,adenovirus exist cat,[192.0],[192.0],1
1934,adenovirus exist epitope,[192.0],[192.0],1
1935,adenovirus exist malaria,[192.0],[192.0],1
1936,adenovirus exist three-antigen,[192.0],[192.0],1
1937,adenovirus exist trap,[192.0],[192.0],1
1938,adenovirus exist two-antigen,[192.0],[192.0],1
1939,adenovirus exist vaccine,"[192.0, 192.0]",[192.0],1
1940,adenovirus highlight cellular,[405.0],[405.0],1
1941,adenovirus highlight hadv-5,[405.0],[405.0],1
1942,adenovirus highlight vaccine,[405.0],[405.0],1
1943,adenovirus induce ama1,[192.0],[192.0],1
1944,adenovirus induce antigen,[192.0],[192.0],1
1945,adenovirus induce cat,[192.0],[192.0],1
1946,adenovirus induce cellular,[405.0],[405.0],1
1947,adenovirus induce child,[397.0],[397.0],1
1948,adenovirus induce diarrhea,[397.0],[397.0],1
1949,adenovirus induce ebola,[405.0],[405.0],1
1950,adenovirus induce ebov,[405.0],[405.0],1
1951,adenovirus induce epitope,[192.0],[192.0],1
1952,adenovirus induce hadv-5,[405.0],[405.0],1
1953,adenovirus induce hadv-5-makgp,[405.0],[405.0],1
1954,adenovirus induce malaria,[192.0],[192.0],1
1955,adenovirus induce three-antigen,[192.0],[192.0],1
1956,adenovirus induce trap,[192.0],[192.0],1
1957,adenovirus induce vaccine,"[192.0, 405.0, 405.0]","[192.0, 405.0]",2
1958,adenovirus modify child,[397.0],[397.0],1
1959,adenovirus modify diarrhea,[397.0],[397.0],1
1960,adenovirus observe boost,[409.0],[409.0],1
1961,adenovirus observe cohort,[409.0],[409.0],1
1962,adenovirus observe hcv-hiv-1,[409.0],[409.0],1
1963,adenovirus observe vaccine,[409.0],[409.0],1
1964,adenovirus observe volunteer,[409.0],[409.0],1
1965,adenovirus protect ama1,[192.0],[192.0],1
1966,adenovirus protect antigen,[192.0],[192.0],1
1967,adenovirus protect cat,[192.0],[192.0],1
1968,adenovirus protect epitope,[192.0],[192.0],1
1969,adenovirus protect malaria,[192.0],[192.0],1
1970,adenovirus protect three-antigen,[192.0],[192.0],1
1971,adenovirus protect trap,[192.0],[192.0],1
1972,adenovirus protect vaccine,"[192.0, 192.0]",[192.0],1
1973,adenovirus provide 18,[10.0],[10.0],1
1974,adenovirus provide covid-19,[10.0],[10.0],1
1975,adenovirus provide infection,[10.0],[10.0],1
1976,adenovirus provide people,[10.0],[10.0],1
1977,adenovirus receive 415,[191.0],[191.0],1
1978,adenovirus receive antigen-1,[191.0],[191.0],1
1979,adenovirus receive cd8 cell,[191.0],[191.0],1
1980,adenovirus receive chmi,[191.0],[191.0],1
1981,adenovirus receive malaria infection,[191.0],[191.0],1
1982,adenovirus receive membrane,[191.0],[191.0],1
1983,adenovirus receive mrna,[10.0],[10.0],1
1984,adenovirus receive people,[10.0],[10.0],1
1985,adenovirus receive pfama1,[191.0],[191.0],1
1986,adenovirus receive vaccine,[10.0],[10.0],1
1987,adenovirus report china,"[42.0, 42.0, 42.0]",[42.0],1
1988,adenovirus report europe,[42.0],[42.0],1
1989,adenovirus report france,[42.0],[42.0],1
1990,adenovirus report hadv-b14p1,[42.0],[42.0],1
1991,adenovirus report hadv-b55,[42.0],[42.0],1
1992,adenovirus report hadv-d8 -d54,[42.0],[42.0],1
1993,adenovirus report japan,[42.0],[42.0],1
1994,adenovirus report singapore,[42.0],[42.0],1
1995,adenovirus report usa,[42.0],[42.0],1
1996,adenovirus use antigen,[115.0],[115.0],1
1997,adenovirus use hbv,[115.0],[115.0],1
1998,adenovirus-vectored induce conjugate,[438.0],[438.0],1
1999,adenovirus-vectored induce meningococcal,[438.0],[438.0],1
2000,adenovirus-vectored induce vaccine,[438.0],[438.0],1
2001,adolescent age 0-4,[34.0],[34.0],1
2002,adolescent age 5-11,[34.0],[34.0],1
2003,adolescent age covid-19,"[34.0, 34.0]",[34.0],1
2004,adolescent age covid-19-related,[34.0],[34.0],1
2005,adolescent age patient,[34.0],[34.0],1
2006,adolescent age person,"[34.0, 34.0]",[34.0],1
2007,adolescent associate 204,[395.0],[395.0],1
2008,adolescent associate covid-19,[395.0],[395.0],1
2009,adolescent associate death,[395.0],[395.0],1
2010,adolescent associate march,[395.0],[395.0],1
2011,adolescent associate person,[395.0],[395.0],1
2012,adolescent become person,[34.0],[34.0],1
2013,adolescent confirm 0-4,[34.0],[34.0],1
2014,adolescent confirm 5-11,[34.0],[34.0],1
2015,adolescent confirm covid-19,"[34.0, 34.0]",[34.0],1
2016,adolescent confirm covid-19-related,[34.0],[34.0],1
2017,adolescent confirm patient,[34.0],[34.0],1
2018,adolescent confirm person,"[34.0, 34.0]",[34.0],1
2019,adolescent evaluate death,"[395.0, 395.0, 395.0, 395.0]",[395.0],1
2020,adolescent expand 204,"[395.0, 395.0, 395.0]",[395.0],1
2021,adolescent expand covid-19,"[395.0, 395.0, 395.0]",[395.0],1
2022,adolescent expand death,"[395.0, 395.0, 395.0]",[395.0],1
2023,adolescent induce 204,"[395.0, 395.0]",[395.0],1
2024,adolescent induce bnt162b2,[66.0],[66.0],1
2025,adolescent induce covid-19,"[395.0, 395.0]",[395.0],1
2026,adolescent induce death,"[395.0, 395.0]",[395.0],1
2027,adolescent induce march,"[395.0, 395.0]",[395.0],1
2028,adolescent induce nicklaus,[66.0],[66.0],1
2029,adolescent induce perimyocarditis,[66.0],[66.0],1
2030,adolescent induce person,"[395.0, 395.0]",[395.0],1
2031,adolescent induce vaccine,[66.0],[66.0],1
2032,adolescent investigate child,[484.0],[484.0],1
2033,adolescent notify 50,[365.0],[365.0],1
2034,adolescent notify adult,[365.0],[365.0],1
2035,adolescent notify infant,[365.0],[365.0],1
2036,adolescent notify pertussis-related,[365.0],[365.0],1
2037,adolescent notify year,[365.0],[365.0],1
2038,adolescent provide 4895,[484.0],[484.0],1
2039,adolescent provide child,[484.0],[484.0],1
2040,adolescent provide covid-19,"[395.0, 395.0, 395.0, 395.0]",[395.0],1
2041,adolescent provide death,"[395.0, 395.0, 395.0, 395.0]",[395.0],1
2042,adolescent recommend 204,"[395.0, 395.0, 395.0]",[395.0],1
2043,adolescent recommend covid-19,"[395.0, 395.0, 395.0]",[395.0],1
2044,adolescent recommend death,"[395.0, 395.0, 395.0]",[395.0],1
2045,adolescent test 0-4,[34.0],[34.0],1
2046,adolescent test 5-11,[34.0],[34.0],1
2047,adolescent test covid-19,"[34.0, 34.0, 34.0, 34.0]",[34.0],1
2048,adolescent test covid-19-related,[34.0],[34.0],1
2049,adolescent test patient,"[34.0, 34.0]",[34.0],1
2050,adolescent test person,"[34.0, 34.0, 34.0]",[34.0],1
2051,adult age coronavac,[151.0],[151.0],1
2052,adult age covid-19,"[151.0, 151.0]",[151.0],1
2053,adult age death,[151.0],[151.0],1
2054,adult age paulo,[151.0],[151.0],1
2055,adult age sars-cov-2,[151.0],[151.0],1
2056,adult age two,[151.0],[151.0],1
2057,adult appear two,[263.0],[263.0],1
2058,adult associate cancer,[269.0],[269.0],1
2059,adult associate survivor,[269.0],[269.0],1
2060,adult base immunisation,[365.0],[365.0],1
2061,adult boost acute,[388.0],[388.0],1
2062,adult boost acute respiratory,[388.0],[388.0],1
2063,adult boost alveolar,[388.0],[388.0],1
2064,adult boost angiotensin 2,[388.0],[388.0],1
2065,adult boost child,"[388.0, 388.0]",[388.0],1
2066,adult boost coronavirus,[388.0],[388.0],1
2067,adult boost covid-19,[388.0],[388.0],1
2068,adult boost decrease,[388.0],[388.0],1
2069,adult boost immunity,[388.0],[388.0],1
2070,adult boost infection,"[388.0, 388.0]",[388.0],1
2071,adult boost inflammation,[388.0],[388.0],1
2072,adult boost lung injury,[388.0],[388.0],1
2073,adult boost pulmonary capillary,[388.0],[388.0],1
2074,adult boost receptor,[388.0],[388.0],1
2075,adult capitalize acute,[388.0],[388.0],1
2076,adult capitalize acute respiratory,[388.0],[388.0],1
2077,adult capitalize alveolar,[388.0],[388.0],1
2078,adult capitalize angiotensin 2,[388.0],[388.0],1
2079,adult capitalize child,"[388.0, 388.0]",[388.0],1
2080,adult capitalize coronavirus,[388.0],[388.0],1
2081,adult capitalize covid-19,[388.0],[388.0],1
2082,adult capitalize decrease,[388.0],[388.0],1
2083,adult capitalize enzyme ii,[388.0],[388.0],1
2084,adult capitalize high-risk,[388.0],[388.0],1
2085,adult capitalize human,[388.0],[388.0],1
2086,adult capitalize immunity,[388.0],[388.0],1
2087,adult capitalize infection,"[388.0, 388.0]",[388.0],1
2088,adult capitalize inflammation,[388.0],[388.0],1
2089,adult capitalize lung injury,[388.0],[388.0],1
2090,adult capitalize pulmonary capillary,[388.0],[388.0],1
2091,adult capitalize receptor,[388.0],[388.0],1
2092,adult claim pneumonia,[479.0],[479.0],1
2093,adult combine cet,[432.0],[432.0],1
2094,adult combine volunteer,[432.0],[432.0],1
2095,adult compare child,[104.0],[104.0],1
2096,adult confirm covid-19,[151.0],[151.0],1
2097,adult confirm death,[151.0],[151.0],1
2098,adult confirm sars-cov-2,[151.0],[151.0],1
2099,adult consider 108,[479.0],[479.0],1
2100,adult consider 608,[479.0],[479.0],1
2101,adult diagnose 216,[98.0],[98.0],1
2102,adult diagnose 525 263,[98.0],[98.0],1
2103,adult diagnose igg,[98.0],[98.0],1
2104,adult diagnose one,"[400.0, 400.0]",[400.0],1
2105,adult diagnose perimyocarditis,[400.0],[400.0],1
2106,adult diagnose sars-cov-2-specific,"[98.0, 98.0]",[98.0],1
2107,adult diagnose two,[400.0],[400.0],1
2108,adult diagnose virus-specific,[98.0],[98.0],1
2109,adult do chadox1,[438.0],[438.0],1
2110,adult do covid-19-like,[438.0],[438.0],1
2111,adult do injection,[438.0],[438.0],1
2112,adult do ncov-19,[438.0],[438.0],1
2113,adult do particle,[438.0],[438.0],1
2114,adult do sars-cov-2,[438.0],[438.0],1
